original,corrected,candidates,reason
Il1beta,Il1beta,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一项的'symbol'、'alias_symbol'、'prev_symbol'、'name'、'alias_name'或'prev_name'与原始标记""Il1beta""匹配。因此，无法找到与之对应的标准化结果。"
Hif1alpha,Hif1alpha,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一项的'symbol'、'alias_symbol'、'prev_symbol'、'name'或'alias_name'与原始标记""Hif1alpha""相关。因此，无法找到匹配的结果。"
Type,Type,"[{'symbol': 'CDX1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'caudal type homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'THSD8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'thrombospondin type 1 domain containing 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDX4', 'alias_symbol': '', 'prev_symbol': '', 'name': 'caudal type homeobox 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDO1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'cysteine dioxygenase type 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PFKL', 'alias_symbol': '', 'prev_symbol': '', 'name': 'phosphofructokinase, liver type', 'alias_name': '', 'prev_name': ''}]","原始标记 ""Type"" 是一个非常模糊的词汇，无法明确指向某个特定基因。候选信息列表中的基因名称和别名均未直接包含 ""Type"" 作为其符号或名称的一部分，因此无法确定与 ""Type"" 最匹配的基因符号。在这种情况下，返回原始标记名称是最合适的选择。"
I,NFIC,"[{'symbol': 'FABP6', 'alias_symbol': 'I-15P ILLBP I-BAP ILBP3 I-BABP ILBP I-BALB', 'prev_symbol': '', 'name': 'fatty acid binding protein 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SNAR-I', 'alias_symbol': 'snaR-3', 'prev_symbol': '', 'name': 'small NF90 (ILF3) associated RNA I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CENPI', 'alias_symbol': 'LRPR1 CENP-I Mis6', 'prev_symbol': 'FSHPRH1', 'name': 'centromere protein I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NFIC', 'alias_symbol': 'CTF NF-I CTF5', 'prev_symbol': 'NFI', 'name': 'nuclear factor I C', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGLVI-20', 'alias_symbol': 'IGLV(I)-20', 'prev_symbol': '', 'name': 'immunoglobulin lambda variable (I)-20 (pseudogene)', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，原始标记""I""可能对应多个候选信息中的别名或符号。经过分析，""I""最有可能匹配到候选信息中的""NFIC""，因为其别名""NF-I""与""I""相似，并且符合基因命名习惯。其他候选信息的别名或符号与""I""的匹配度较低。"
IFN,IFNA1,"[{'symbol': 'IFNA1', 'alias_symbol': 'IFNA@ IFL IFN IFN-ALPHA IFNA13 IFN-alphaD', 'prev_symbol': '', 'name': 'interferon alpha 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA5', 'alias_symbol': 'IFN-alphaG', 'prev_symbol': '', 'name': 'interferon alpha 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA6', 'alias_symbol': 'IFN-alphaK', 'prev_symbol': '', 'name': 'interferon alpha 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA8', 'alias_symbol': 'IFN-alphaB', 'prev_symbol': '', 'name': 'interferon alpha 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA10', 'alias_symbol': 'IFN-alphaC', 'prev_symbol': '', 'name': 'interferon alpha 10', 'alias_name': '', 'prev_name': ''}]","原始标记""IFN""是一个常见的缩写，可能指代多个干扰素基因。在候选信息列表中，第一个候选信息的'alias_symbol'字段包含""IFN""，这表明""IFNA1""是与原始标记最匹配的结果。"
stimulated,STRA8,"[{'symbol': 'VASP', 'alias_symbol': '', 'prev_symbol': '', 'name': 'vasodilator stimulated phosphoprotein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'STRA8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'stimulated by retinoic acid 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'UVSSA', 'alias_symbol': '', 'prev_symbol': 'KIAA1530', 'name': 'UV stimulated scaffold protein A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'BISPR', 'alias_symbol': 'lncBST2', 'prev_symbol': '', 'name': 'BST2 interferon stimulated positive regulator', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LSR', 'alias_symbol': 'LISCH7 ILDR3', 'prev_symbol': '', 'name': 'lipolysis stimulated lipoprotein receptor', 'alias_name': '', 'prev_name': ''}]","在候选信息中，""STRA8""的名称""stimulated by retinoic acid 8""与原始标记""stimulated""最为接近，明确包含了""stimulated""这一关键词，因此认为它是最匹配的结果。"
genes,genes,"[{'symbol': 'MIR142HG', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MIR142 host genes', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CREG2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'cellular repressor of E1A stimulated genes 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CREG1', 'alias_symbol': '', 'prev_symbol': 'CREG', 'name': 'cellular repressor of E1A stimulated genes 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","原始标记""genes""是一个非常通用的词汇，无法明确对应到候选信息中的具体基因符号。候选信息中没有一个条目直接表明其别名或名称为""genes""，因此无法找到匹配的标准化结果。"
Cyr61,CCN1,"[{'symbol': 'CCN1', 'alias_symbol': 'GIG1', 'prev_symbol': 'IGFBP10 CYR61', 'name': 'cellular communication network factor 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目包含原始标记 ""Cyr61"" 的相关信息。具体来说，其 'prev_symbol' 字段中包含了 ""CYR61""，这与原始标记完全匹配。因此，选择该条目的 'symbol' 作为标准化结果。"
CD169,SIGLEC1,"[{'symbol': 'SIGLEC1', 'alias_symbol': 'SIGLEC-1 CD169 FLJ00051 FLJ00055 FLJ00073 FLJ32150 dJ1009E24.1', 'prev_symbol': 'SN', 'name': 'sialic acid binding Ig like lectin 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'symbol'为'SIGLEC1'，其'alias_symbol'字段中包含原始标记""CD169""。这表明""CD169""是""SIGLEC1""的一个别名，因此可以确定它们是匹配的。其他候选信息与原始标记无关联。"
Ly6C2,Ly6C2,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Ly6C2""在所有候选信息中未找到匹配的'symbol'、'alias_symbol'、'prev_symbol'或其他相关信息。候选信息中的基因符号和名称均与""Ly6C2""无关，因此无法进行标准化。"
Hp haptoglobin ,HP,"[{'symbol': 'HP', 'alias_symbol': '', 'prev_symbol': '', 'name': 'haptoglobin', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HPR', 'alias_symbol': '', 'prev_symbol': '', 'name': 'haptoglobin-related protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'DEFA4', 'alias_symbol': 'HP-4', 'prev_symbol': 'DEF4', 'name': 'defensin alpha 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'DLC1', 'alias_symbol': 'HP ARHGAP7 STARD12 DLC-1 p122-RhoGAP', 'prev_symbol': '', 'name': 'DLC1 Rho GTPase activating protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'symbol'为'HP'，其'name'字段为'haptoglobin'，与原始标记""Hp haptoglobin""高度匹配。其他候选信息的名称或符号与原始标记不符。因此，选择第一个候选信息的'symbol'作为标准化结果。"
Plac8 placenta-specific,PLAC8,"[{'symbol': 'PLAC8', 'alias_symbol': 'onzin C15', 'prev_symbol': '', 'name': 'placenta associated 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PLAC8L1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'PLAC8 like 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PLAC9', 'alias_symbol': '', 'prev_symbol': '', 'name': 'placenta associated 9', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PLAC9P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'placenta associated 9 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LGALS13', 'alias_symbol': 'PP13 PLAC8', 'prev_symbol': '', 'name': 'galectin 13', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'PLAC8', 'alias_symbol': 'onzin C15', 'name': 'placenta associated 8'}的'name'字段与原始标记""Plac8 placenta-specific""最为接近。虽然'name'字段不完全一致，但其包含了""placenta""这一关键术语，并且'symbol'为'PLAC8'，与原始标记中的""Plac8""高度匹配。其他候选信息的名称或别名均未直接涉及""Plac8""或与其语义相关的内容，因此选择第一个条目的'symbol'作为标准化结果。"
